id,symbol,name,categories,market_cap (usd),market_cap_rank,fully_diluted_valuation (usd)
trust-ai,trt,TRUST AI,['Arbitrum Ecosystem'],5471222,1777,30235703.0
trust-wallet-token,twt,Trust Wallet,"['BNB Chain Ecosystem', 'Wallets', 'Account Abstraction', 'Energi Ecosystem']",357207081,174,857331494.0
tsotchke,tsotchke,Tsotchke,"['Solana Ecosystem', 'Meme', 'Pump.fun Ecosystem']",5233503,1797,5529921.0
turbo,turbo,Turbo,"['Meme', 'Ethereum Ecosystem', 'Frog-Themed', 'AI Meme']",144957071,318,144957071.0
ucash,ucash,U.CASH,"['Retail', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Base Ecosystem', 'E-commerce']",17578946,1120,34767309.0
ufo-token,ufo,UFO Token,"['Yield Farming', 'PulseChain Ecosystem']",31386338,826,31386338.0
ufo-gaming,ufo,UFO Gaming,"['Gaming (GameFi)', 'NFT', 'Metaverse', 'Launchpad', 'Play To Earn', 'Ethereum Ecosystem', 'RPG', 'Gaming Governance Token', 'Gaming Utility Token']",6450431,1672,6450431.0
ultra,uos,Ultra,"['Entertainment', 'Gaming (GameFi)', 'NFT', 'Ethereum Ecosystem', 'Gaming Platform']",19725189,1054,47460558.0
uma,uma,UMA,"['Business Services', 'Decentralized Finance (DeFi)', 'Oracle', 'Derivatives', 'Synthetic Issuer', 'Avalanche Ecosystem', 'Ethereum Ecosystem', 'Blockchain Capital Portfolio', 'Synthetic', 'Made in USA']",98213724,413,141740883.0
unchain-x,unx,Unchain X,"['Decentralized Finance (DeFi)', 'BNB Chain Ecosystem']",18639657,1089,851755902.0
undeads-games,uds,Undeads Games,"['Gaming (GameFi)', 'NFT', 'Ethereum Ecosystem']",67357869,531,234325534.0
unicorn-fart-dust,ufd,Unicorn Fart Dust,"['Solana Ecosystem', 'Meme', 'Solana Meme', 'Pump.fun Ecosystem', 'Binance Alpha Spotlight', 'Made in USA']",57045547,592,57045547.0
union-finance,union,Union Finance,['Ethereum Ecosystem'],6148627,1701,7506777.0
unit-00-rei,rei,Rei,"['Artificial Intelligence (AI)', 'Base Ecosystem', 'AI Applications', 'AI Agent Launchpad', 'AI Framework']",8675840,1515,8675840.0
uniswap,uni,Uniswap,"['Decentralized Exchange (DEX)', 'Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'Yield Farming', 'Automated Market Maker (AMM)', 'BNB Chain Ecosystem', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Near Protocol Ecosystem', 'Gnosis Chain Ecosystem', 'Harmony Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Paradigm Portfolio', 'Coinbase Ventures Portfolio', 'Index Coop Defi Index', 'Andreessen Horowitz (a16z) Portfolio', 'Energi Ecosystem', 'Sora Ecosystem', 'Huobi ECO Chain Ecosystem', 'GMCI DeFi Index', 'GMCI 30 Index', 'Blockchain Capital Portfolio', 'Index Coop Index', 'GMCI Index', 'Polychain Capital Portfolio', 'Made in USA', 'Unichain Ecosystem', 'Coinbase 50 Index']",3583140279,37,5967096219.0
universal-eth,unieth,Universal ETH,"['Arbitrum Ecosystem', 'Ethereum Ecosystem']",31009686,837,31009686.0
unizen,zcx,Unizen,"['Decentralized Exchange (DEX)', 'Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'DWF Labs Portfolio']",28907856,870,39734158.0
unlend-finance,uft,UniLend Finance,"['Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'Lending/Borrowing Protocols', 'Polygon Ecosystem', 'Ethereum Ecosystem']",9725703,1459,9725703.0
upcx,upc,UPCX,['Ethereum Ecosystem'],10836047,1386,2037286544.0
uquid-coin,uqc,Uquid Coin,['Ethereum Ecosystem'],41398065,700,165592260.0
usd-coin,usdc,USDC,"['Stablecoins', 'USD Stablecoin', 'Solana Ecosystem', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Near Protocol Ecosystem', 'Arbitrum Ecosystem', 'Celo Ecosystem', 'Ethereum Ecosystem', 'Algorand Ecosystem', 'Optimism Ecosystem', 'Aptos Ecosystem', 'ZkSync Ecosystem', 'Sui Ecosystem', 'Base Ecosystem', 'Tron Ecosystem', 'Hedera Ecosystem', 'Stellar Ecosystem', 'Fiat-backed Stablecoin', 'World Liberty Financial Portfolio', 'Made in USA', 'Unichain Ecosystem']",58025926462,7,58089939059.0
usdb,usdb,USDB,"['Stablecoins', 'USD Stablecoin', 'Blast Ecosystem', 'Crypto-backed Stablecoin', 'Fiat-backed Stablecoin']",410424930,156,410424930.0
usd,usd+,Overnight.fi USD+,"['Stablecoins', 'BNB Chain Ecosystem', 'Polygon Ecosystem', 'ZkSync Ecosystem', 'Crypto-backed Stablecoin']",47795176,646,47795176.0
usda-2,usda,USDa,"['Stablecoins', 'Ethereum Ecosystem']",197744855,249,197744855.0
usdd,usdd,USDD,"['Stablecoins', 'USD Stablecoin', 'BNB Chain Ecosystem', 'Avalanche Ecosystem', 'Near Protocol Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Tron Ecosystem', 'BitTorrent Ecosystem', 'Algorithmic Stablecoin', 'Fiat-backed Stablecoin']",223338606,231,223338606.0
usdt0,usdt0,USDT0,"['Berachain Ecosystem', 'Bridged USDT', 'Bridged-Tokens', 'Ink Ecosystem', 'Bridged Stablecoins']",81028607,478,81028607.0
usds,usds,USDS,"['Stablecoins', 'USD Stablecoin', 'Solana Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Fiat-backed Stablecoin']",8205836648,17,8205836648.0
usdx,usdx,USDX,"['Stablecoins', 'USD Stablecoin', 'Osmosis Ecosystem', 'Fiat-backed Stablecoin']",73599866,508,73599866.0
usdx-money-usdx,usdx,Stables Labs USDX,"['Stablecoins', 'USD Stablecoin', 'BNB Chain Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Fiat-backed Stablecoin']",625496455,115,625496455.0
ussi,ussi,USSI,"['Crypto-Backed Tokens', 'Decentralized Finance (DeFi)', 'DeFi Index', 'Base Ecosystem']",14275744,1248,14275744.0
usual-usd,usd0,Usual USD,"['Stablecoins', 'USD Stablecoin', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Fiat-backed Stablecoin']",978565914,82,978565914.0
usual,usual,Usual,"['Decentralized Finance (DeFi)', 'Ethereum Ecosystem', 'Real World Assets (RWA)', 'Coinbase Ventures Portfolio', 'Stablecoin Protocol', 'Binance Labs Portfolio', 'Galaxy Digital Portfolio']",110137076,387,120776358.0
uton,uton,uTON,"['Decentralized Finance (DeFi)', 'LSDFi', 'TON Ecosystem', 'Liquid Staking']",8168269,1551,8168269.0
usualx,usualx,USUALx,"['Decentralized Finance (DeFi)', 'Ethereum Ecosystem', 'Liquid Staking']",54932957,606,54932957.0
uxd-protocol-token,uxp,UXD Protocol,"['Solana Ecosystem', 'Multicoin Capital Portfolio', 'Stablecoin Protocol', 'Alameda Research Portfolio', 'DeFiance Capital Portfolio']",105721051,397,105721051.0
uxlink,uxlink,UXLINK,"['SocialFi', 'Arbitrum Ecosystem']",145433801,323,430023065.0
vaderai-by-virtuals,vader,VaderAI by Virtuals,"['Artificial Intelligence (AI)', 'Meme', 'Base Ecosystem', 'AI Meme', 'AI Agents', 'Virtuals Protocol Ecosystem', 'Binance Alpha Spotlight']",6399955,1677,6399955.0
vaiot,vai,VAIOT,"['Artificial Intelligence (AI)', 'Legal', 'Insurance', 'DaoMaker Launchpad', 'Ethereum Ecosystem', 'AI Applications']",8785397,1510,9640772.0
vana,vana,Vana,"['Artificial Intelligence (AI)', 'Smart Contract Platform', 'Layer 1 (L1)', 'Paradigm Portfolio', 'Coinbase Ventures Portfolio', 'DeFiance Capital Portfolio', 'Polychain Capital Portfolio', 'Vana Ecosystem']",149259331,317,581529862.0
vanar-chain,vanry,Vanar Chain,"['Smart Contract Platform', 'Gaming (GameFi)', 'NFT', 'Layer 1 (L1)', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Vanar Chain Ecosystem']",53678674,616,55207902.0
vara-network,vara,Vara Network,"['Smart Contract Platform', 'Layer 1 (L1)']",21540994,1014,94860545.0
vebetterdao,b3tr,VeBetterDAO,"['Energy', 'SocialFi', 'Analytics', 'Regenerative Finance (ReFi)', 'VeChain Ecosystem']",12640534,1315,28443185.0
vechain,vet,VeChain,"['Internet of Things (IOT)', 'Smart Contract Platform', 'Layer 1 (L1)', 'VeChain Ecosystem', 'Made in China']",2091452421,54,2091452421.0
velas,vlx,Velas,"['Smart Contract Platform', 'BNB Chain Ecosystem', 'Ethereum Ecosystem']",12332348,1327,12332348.0
veil-token,veil,Veil Token,"['Smart Contract Platform', 'Privacy', 'Zero Knowledge (ZK)', 'Base Ecosystem']",7790457,1576,7790457.0
velo,velo,Velo,"['Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'Real World Assets (RWA)', 'DWF Labs Portfolio', 'Stellar Ecosystem']",89427995,448,290409576.0
velodrome-finance,velo,Velodrome Finance,"['Decentralized Exchange (DEX)', 'Optimism Ecosystem']",43844336,684,98103435.0
venice-token,vvv,Venice Token,"['Artificial Intelligence (AI)', 'Base Ecosystem', 'AI Agents', 'AI Applications']",94849983,426,336905756.0
venom,venom,Venom,"['Infrastructure', 'Smart Contract Platform', 'Venom Ecosystem']",131825680,349,478940319.0
veno-finance,vno,Veno Finance,"['Decentralized Finance (DeFi)', 'Cronos Ecosystem', 'Liquid Staking Governance Tokens', 'ZkSync Ecosystem', 'Liquid Staking']",9729230,1466,36213997.0
venus,xvs,Venus,"['Decentralized Finance (DeFi)', 'Yield Farming', 'BNB Chain Ecosystem', 'Binance Launchpool', 'Lending/Borrowing Protocols', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'ZkSync Ecosystem', 'opBNB Ecosystem', 'Unichain Ecosystem']",88447843,451,158677516.0
veraone,vro,VeraOne,"['Tokenized Assets', 'Tokenized Gold', 'Ethereum Ecosystem', 'Real World Assets (RWA)', 'Tokenized Commodities']",28105423,898,28105423.0
verasity,vra,Verasity,"['Entertainment', 'Wallets', 'Ethereum Ecosystem']",17046483,1150,168399422.0
verge,xvg,Verge,"['Smart Contract Platform', 'Privacy', 'Proof of Work (PoW)', 'Made in USA']",77706932,488,77862368.0
vertical-ai,vertai,Vertical AI,"['Artificial Intelligence (AI)', 'Ethereum Ecosystem', 'AI Agent Launchpad', 'Binance Alpha Spotlight']",12736331,1315,12736331.0
vertex-protocol,vrtx,Vertex,"['Decentralized Exchange (DEX)', 'Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'Derivatives', 'Perpetuals', 'Arbitrum Ecosystem', 'Base Ecosystem', 'Blast Ecosystem']",23331328,981,52324287.0
verus-coin,vrsc,Verus,"['Smart Contract Platform', 'Layer 1 (L1)', 'MEV Protection', 'Proof of Work (PoW)', 'Privacy Blockchain']",326175486,184,326175486.0
vestra-dao,vstr,Vestra DAO,"['Decentralized Finance (DeFi)', 'Ethereum Ecosystem']",6151040,1699,227479934.0
vethor-token,vtho,VeThor,"['Layer 1 (L1)', 'VeChain Ecosystem']",207031404,241,207067313.0
viberate,vib,Viberate,"['Entertainment', 'Music', 'Analytics', 'Ethereum Ecosystem']",7782830,1578,8526144.0
vicicoin,vcnt,ViciCoin,"['BNB Chain Ecosystem', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Base Ecosystem']",52532809,622,201069789.0
victoria-vr,vr,Victoria VR,"['Artificial Intelligence (AI)', 'Metaverse', 'DaoMaker Launchpad', 'Ethereum Ecosystem', 'AI Applications']",37525415,744,77431901.0
vidt-dao,vidt,VIDT DAO,"['Business Services', 'Ethereum Ecosystem', 'Cybersecurity']",9017760,1502,10705849.0
vine,vine,Vine,"['Solana Ecosystem', 'Meme', 'Solana Meme', 'Pump.fun Ecosystem', 'Binance Alpha Spotlight']",36077633,765,36077633.0
virtual-protocol,virtual,Virtuals Protocol,"['Artificial Intelligence (AI)', 'Solana Ecosystem', 'Ethereum Ecosystem', 'Base Ecosystem', 'AI Agents', 'Virtuals Protocol Ecosystem', 'AI Agent Launchpad', 'Binance Alpha Spotlight']",373864934,170,575635591.0
vitadao,vita,VitaDAO,"['Ethereum Ecosystem', 'Decentralized Science (DeSci)', 'Binance Alpha Spotlight']",29933350,856,31368760.0
vita-inu,vinu,Vita Inu,"['BNB Chain Ecosystem', 'Meme', 'Dog-Themed', 'DWF Labs Portfolio', 'Binance Alpha Spotlight']",14265995,1248,14265995.0
vivi-coin,vivi,VIVI COIN,"['NFT', 'Solana Ecosystem', 'Real World Assets (RWA)', 'AI Agents']",6346375,1680,22527812.0
vnx-swiss-franc,vchf,VNX Swiss Franc,"['Solana Ecosystem', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Arbitrum Ecosystem', 'Tezos Ecosystem', 'Stellar Ecosystem', 'XRP Ledger Ecosystem', 'Fraxtal Ecosystem']",10104185,1430,10104185.0
volt-inu-2,volt,Volt Inu,"['Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Polygon Ecosystem', 'Meme', 'Play To Earn', 'Ethereum Ecosystem', 'Dog-Themed']",14791401,1227,16391830.0
von,von,VON,"['Gaming (GameFi)', 'BNB Chain Ecosystem', 'Gaming Utility Token']",36681622,756,155952822.0
vvs-finance,vvs,VVS Finance,"['Decentralized Exchange (DEX)', 'Decentralized Finance (DeFi)', 'Automated Market Maker (AMM)', 'Ethereum Ecosystem', 'Cronos Ecosystem']",95489440,424,186715720.0
voxies,voxel,Voxies,"['Gaming (GameFi)', 'NFT', 'Polygon Ecosystem', 'Binance Launchpad', 'RPG', 'Gaming Utility Token', 'Strategy Games', 'Binance Labs Portfolio']",16491346,1167,22105990.0
vtrading,vtrading,Vtrading,['Ethereum Ecosystem'],5675919,1757,5675919.0
vulcan-forged,pyr,Vulcan Forged,"['Gaming (GameFi)', 'NFT', 'Metaverse', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'DWF Labs Portfolio', 'Gaming Blockchains', 'Gaming Platform', 'Action Games', 'MMO']",31784146,829,66500429.0
vyvo-smart-chain,vsc,Vyvo Smart Chain,"['Smart Contract Platform', 'BNB Chain Ecosystem', 'Polygon Ecosystem', 'Layer 2 (L2)']",29417010,863,139253090.0
wagmi-2,wagmi,Wagmi,"['Decentralized Exchange (DEX)', 'Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Fantom Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Metis Ecosystem', 'Optimism Ecosystem', 'ZkSync Ecosystem', 'Base Ecosystem', 'DWF Labs Portfolio', 'Kava Ecosystem', 'Sonic Ecosystem', 'IOTA EVM Ecosystem']",20750846,1034,59964640.0
wagmi-game-2,wagmigames,WAGMI Games,"['Gaming (GameFi)', 'NFT', 'Meme', 'Ethereum Ecosystem', 'AI Agents', 'Anime-Themed', 'Made in USA', 'Action Games']",7360508,1607,7729210.0
wall-street-pepe,wepe,Wall Street Pepe,"['Meme', 'Ethereum Ecosystem', 'Frog-Themed', 'The Boy’s Club']",9952435,1442,9952435.0
wanchain,wan,Wanchain,"['Infrastructure', 'Smart Contract Platform', 'Decentralized Finance (DeFi)', 'Layer 1 (L1)', 'Proof of Stake (PoS)', 'Cross-chain Communication', 'Privacy Blockchain']",21471191,1012,22715334.0
watcoin-2,watc,WATCoin,"['Gaming (GameFi)', 'Play To Earn', 'TON Ecosystem', 'Tap to Earn', 'Arcade Games']",74116571,508,82298545.0
waterneuron,wtn,WaterNeuron,['Internet Computer Ecosystem'],7565012,1594,7565012.0
wax,waxp,WAX,"['Smart Contract Platform', 'Gaming (GameFi)', 'NFT', 'Layer 1 (L1)', 'Play To Earn', 'Ethereum Ecosystem', 'Animoca Brands Portfolio', 'Gaming Blockchains', 'Pantera Capital Portfolio', 'OKX Ventures Portfolio']",79651530,482,85702596.0
waves,waves,Waves,"['Smart Contract Platform', 'DWF Labs Portfolio', 'Proof of Stake (PoS)']",140085889,331,140085889.0
wazirx,wrx,WazirX,"['Exchange-based Tokens', 'BNB Chain Ecosystem', 'Polygon Ecosystem', 'Binance Launchpad', 'Energi Ecosystem']",10135435,1428,22201657.0
weatherxm-network,wxm,WeatherXM,"['Solana Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'DePIN']",17466547,1132,29110911.0
web-3-dollar,usd3,Web 3 Dollar,"['Stablecoins', 'USD Stablecoin', 'Ethereum Ecosystem', 'Base Ecosystem', 'Crypto-backed Stablecoin', 'Fiat-backed Stablecoin']",35504361,774,35504361.0
wefi,wfi,WeFi,['BNB Chain Ecosystem'],6892419,1642,383738393.0
we-love-t,tits,We Love Tits,"['Solana Ecosystem', 'Meme', 'Solana Meme']",6083361,1714,6083361.0
wen-4,wen,Wen,"['NFT', 'Solana Ecosystem', 'Meme', 'Fractionalized NFT', 'Solana Meme', 'NFTFi', 'Cat-Themed', 'Anime-Themed', 'Made in USA']",15921146,1185,15921146.0
wemix-token,wemix,WEMIX,"['Smart Contract Platform', 'Gaming (GameFi)', 'NFT', 'Layer 1 (L1)', 'Play To Earn', 'Gaming Blockchains', 'WEMIX Ecosystem']",191283782,256,245979595.0
wemix-dollar,wemix$,WEMIX Dollar,"['Stablecoins', 'Gaming (GameFi)', 'Play To Earn', 'WEMIX Ecosystem']",8273025,1546,8273025.0
weth,weth,WETH,"['Crypto-Backed Tokens', 'Wrapped-Tokens', 'Ethereum Ecosystem', 'FTX Holdings', 'Tron Ecosystem', 'Index Coop Defi Index', 'Index Coop Index']",5299537631,30,5300119259.0
wexo,wexo,Wexo,"['Ethereum Ecosystem', 'Base Ecosystem']",6228026,1688,54905396.0
whitebit,wbt,WhiteBIT Coin,"['Exchange-based Tokens', 'Centralized Exchange (CEX) Token', 'Ethereum Ecosystem', 'Tron Ecosystem']",4182772450,34,9555278177.0
whiteheart,white,Whiteheart,"['Decentralized Finance (DeFi)', 'Derivatives', 'Ethereum Ecosystem']",28440684,881,28440684.0
why,why,WHY,"['BNB Chain Ecosystem', 'Meme', 'Binance Alpha Spotlight']",25525787,935,25525787.0
wilder-world,wild,Wilder World,"['Gaming (GameFi)', 'NFT', 'Metaverse', 'Play To Earn', 'Ethereum Ecosystem', 'Animoca Brands Portfolio', 'Gaming Governance Token', 'Racing Games', 'Simulation Games', 'Action Games']",50893426,628,78460887.0
wing-finance,wing,Wing Finance,"['Decentralized Finance (DeFi)', 'Binance Launchpool', 'Binance Labs Portfolio']",14196958,1254,22158737.0
wink,win,WINkLink,"['Oracle', 'Binance Launchpad', 'Tron Ecosystem', 'Binance Labs Portfolio']",56679960,591,56982161.0
winr-protocol,winr,WINR Protocol,"['Gambling (GambleFi)', 'Infrastructure', 'Smart Contract Platform', 'Solana Ecosystem', 'Arbitrum Ecosystem', 'Camelot Launchpad', 'Layer 3 (L3)']",6150494,1704,7249381.0
wink-2,wink,WINK,"['Decentralized Finance (DeFi)', 'Wallets', 'Polygon Ecosystem']",9202802,1491,33160026.0
wink-3,wink,Wink,"['Avalanche Ecosystem', 'Meme']",8534988,1531,8534988.0
wirex,wxt,WXT Token,"['Lending/Borrowing Protocols', 'Avalanche Ecosystem', 'Ethereum Ecosystem', 'Payment Solutions', 'Stellar Ecosystem']",5782786,1747,25137085.0
wise-monkey,monky,Wise Monkey,"['BNB Chain Ecosystem', 'Meme', 'Zoo-Themed', 'Binance Alpha Spotlight']",13766453,1270,13766453.0
wojak,wojak,Wojak,"['Meme', 'Ethereum Ecosystem', 'Wojak-Themed']",18328028,1106,18328028.0
woo-network,woo,WOO,"['Decentralized Exchange (DEX)', 'Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'Automated Market Maker (AMM)', 'BNB Chain Ecosystem', 'Derivatives', 'Perpetuals', 'Centralized Exchange (CEX) Token', 'Solana Ecosystem', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Near Protocol Ecosystem', 'Fantom Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'ZkSync Ecosystem', 'Mantle Ecosystem', 'Linea Ecosystem', 'Base Ecosystem', 'DragonFly Capital Portfolio', 'Binance Labs Portfolio']",154521466,311,184038646.0
world-mobile-token,wmtx,World Mobile Token,"['BNB Chain Ecosystem', 'Arbitrum Ecosystem', 'Cardano Ecosystem', 'Ethereum Ecosystem', 'DePIN', 'Base Ecosystem', 'DWF Labs Portfolio']",135851265,342,392533500.0
worldcoin-wld,wld,Worldcoin,"['Smart Contract Platform', 'Ethereum Ecosystem', 'Decentralized Identifier (DID)', 'Optimism Ecosystem', 'Coinbase Ventures Portfolio', 'Multicoin Capital Portfolio', 'Andreessen Horowitz (a16z) Portfolio', 'Blockchain Capital Portfolio', 'Optimism Superchain Ecosystem', 'World Chain Ecosystem', 'Made in USA']",894686251,89,8134872327.0
world-of-dypians,wod,World of Dypians,"['Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Metaverse', 'RPG', 'MMO']",16626489,1164,108014508.0
worldwide-usd,wusd,Worldwide USD,"['Stablecoins', 'USD Stablecoin', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Viction Ecosystem', 'Fiat-backed Stablecoin']",6885421,1642,6885421.0
wormhole,w,Wormhole,"['Solana Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Interoperability', 'Base Ecosystem', 'Multicoin Capital Portfolio', 'Cross-chain Communication', 'Made in USA']",252645661,218,871046385.0
wuffi,wuf,WUFFI,"['Solana Ecosystem', 'Meme', 'Base Ecosystem']",18634856,1097,18618669.0
xai-blockchain,xai,Xai,"['Smart Contract Platform', 'Gaming (GameFi)', 'NFT', 'Binance Launchpool', 'Arbitrum Ecosystem', 'Layer 3 (L3)', 'XAI Ecosystem', 'Gaming Blockchains', 'Outlier Ventures Portfolio']",69654887,525,102491035.0
xborg,xbg,XBorg,"['Gaming (GameFi)', 'Solana Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Gaming Governance Token']",17833781,1124,82947790.0
xbit,xbt,Xbit,[],9410887,1480,10904852.0
xcad-network,xcad,XCAD Network,"['SocialFi', 'BNB Chain Ecosystem', 'Solana Ecosystem', 'Polygon Ecosystem', 'DaoMaker Launchpad', 'Zilliqa Ecosystem', 'Ethereum Ecosystem', 'Metis Ecosystem', 'Step Network Ecosystem', 'Base Ecosystem', 'opBNB Ecosystem']",5328410,1788,16169246.0
xdce-crowd-sale,xdc,XDC Network,"['Smart Contract Platform', 'Layer 1 (L1)', 'Real World Assets (RWA)']",1038722630,80,2513549514.0
xelis,xel,Xelis,"['Smart Contract Platform', 'Privacy', 'Layer 1 (L1)', 'Directed Acyclic Graph (DAG)']",5526891,1775,5526891.0
xen-crypto,xen,XEN Crypto,"['Smart Contract Platform', 'Decentralized Finance (DeFi)', 'Layer 1 (L1)', 'Avalanche Ecosystem', 'Ethereum Ecosystem', 'EthereumPoW Ecosystem']",13715092,1273,13715092.0
xion-2,xion,XION,"['Smart Contract Platform', 'Layer 1 (L1)', 'Animoca Brands Portfolio', 'Multicoin Capital Portfolio', 'Alameda Research Portfolio', 'DeFiance Capital Portfolio', 'Made in USA']",33154812,807,259434091.0
xpla,xpla,XPLA,"['Smart Contract Platform', 'Gaming (GameFi)', 'NFT', 'Osmosis Ecosystem', 'Gaming Blockchains', 'Gaming Platform', 'Appchains']",28553221,886,72860384.0
xpmarket,xpm,XPmarket,['XRP Ledger Ecosystem'],11064059,1377,24268802.0
xsgd,xsgd,XSGD,"['Stablecoins', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Zilliqa Ecosystem', 'Ethereum Ecosystem', 'SGD Stablcoin', 'Hedera Ecosystem', 'Fiat-backed Stablecoin']",23677667,974,23677667.0
